Scaffold,Transcription Start,Strand,Name,Gene,Product
NC_007604,1385412,+,-,Synpcc7942_1353,hypothetical protein
NC_007604,1386587,+,-,Synpcc7942_1354,export protein
NC_007604,1390898,-,-,Synpcc7942_1355,response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)
NC_007604,1391350,-,-,Synpcc7942_1356,response regulator receiver domain-containing protein
NC_007604,1396770,-,-,Synpcc7942_1357,multi-sensor signal transduction histidine kinase
NC_007604,1398137,-,-,Synpcc7942_1358,hypothetical protein
NC_007604,1399499,-,-,Synpcc7942_1359,coenzyme F420 hydrogenase
NC_007604,1399742,+,-,Synpcc7942_1360,cell envelope-related transcriptional attenuator
NC_007604,1401085,+,-,Synpcc7942_1361,hypothetical protein
NC_007604,1401589,+,-,Synpcc7942_1362,hypothetical protein
NC_007604,1402353,+,-,Synpcc7942_1363,hypothetical protein
NC_007604,1402641,+,-,Synpcc7942_1364,hypothetical protein
NC_007604,1404060,-,-,Synpcc7942_1365,multiple antibiotic resistance (MarC)-like protein
NC_007604,1405203,-,-,Synpcc7942_1366,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
NC_007604,1405262,+,-,Synpcc7942_1367,cytochrome P450
NC_007604,1406657,+,-,Synpcc7942_1368,hypothetical protein
NC_007604,1407202,+,recR,Synpcc7942_1369,recombination protein RecR
NC_007604,1407963,+,-,Synpcc7942_1370,hypothetical protein
NC_007604,1409368,-,-,Synpcc7942_1371,magnesium and cobalt transport protein CorA
NC_007604,1409560,+,-,Synpcc7942_1372,methionine synthase (B12-dependent)
NC_007604,1414078,-,-,Synpcc7942_1373,hydrogenase accessory protein
NC_007604,1415932,-,-,Synpcc7942_1374,ribosomal large subunit pseudouridine synthase D
NC_007604,1416596,-,-,Synpcc7942_1375,hypothetical protein
NC_007604,1417302,-,-,Synpcc7942_1376,hypothetical protein
NC_007604,1417513,+,-,Synpcc7942_1377,metal dependent phosphohydrolase
NC_007604,1421167,-,-,Synpcc7942_1378,hypothetical protein
NC_007604,1421319,-,-,Synpcc7942_R0048,Leu tRNA
NC_007604,1421475,+,-,Synpcc7942_1379,acetyl-CoA carboxylase biotin carboxylase subunit
NC_007604,1422879,+,-,Synpcc7942_1380,sulfate permease
NC_007604,1424685,+,-,Synpcc7942_1381,ATPase
NC_007604,1426942,+,-,Synpcc7942_1382,diguanylate cyclase/phosphodiesterase
NC_007604,1430310,-,-,Synpcc7942_1383,inorganic diphosphatase
NC_007604,1430438,+,-,Synpcc7942_1384,hypothetical protein
NC_007604,1431512,-,-,Synpcc7942_1385,hypothetical protein
NC_007604,1432760,-,-,Synpcc7942_1386,hypothetical protein
NC_007604,1432853,+,-,Synpcc7942_1387,hypothetical protein
NC_007604,1433659,+,-,Synpcc7942_1388,carbonate dehydratase
NC_007604,1435620,-,-,Synpcc7942_1389,photosystem q(b) protein
NC_007604,1436066,-,-,Synpcc7942_1390,protein kinase C inhibitor
NC_007604,1436154,+,-,Synpcc7942_1391,Mg chelatase-like protein
NC_007604,1442061,-,-,Synpcc7942_1392,alkaline phosphatase
NC_007604,1442504,+,-,Synpcc7942_1393,histone deacetylase/AcuC/AphA family protein-like protein
NC_007604,1443546,+,-,Synpcc7942_1394,hypothetical protein
NC_007604,1445306,+,-,Synpcc7942_1395,hypothetical protein
NC_007604,1446000,-,-,Synpcc7942_1396,hypothetical protein
NC_007604,1446191,+,-,Synpcc7942_1397,hypothetical protein
NC_007604,1450069,-,-,Synpcc7942_1398,cellulose synthase
NC_007604,1451241,-,-,Synpcc7942_1399,hypothetical protein
NC_007604,1452376,-,-,Synpcc7942_1400,"endo-1,4-beta-xylanase"
NC_007604,1453106,-,-,Synpcc7942_1401,hypothetical protein
NC_007604,1453317,+,-,Synpcc7942_1402,hypothetical protein
NC_007604,1455369,-,-,Synpcc7942_1403,hydroxyacylglutathione hydrolase
NC_007604,1456084,-,-,Synpcc7942_1404,two component transcriptional regulator
NC_007604,1456260,+,-,Synpcc7942_1405,hypothetical protein
NC_007604,1457909,-,-,Synpcc7942_1406,ATPase
NC_007604,1458051,+,-,Synpcc7942_1407,iron(III) ABC transporter permease
NC_007604,1459914,+,-,Synpcc7942_1408,membrane-associated protein
NC_007604,1460847,+,-,Synpcc7942_1409,iron transport system substrate-binding protein
NC_007604,1463571,-,-,Synpcc7942_1410,2-isopropylmalate synthase
NC_007604,1464358,-,-,Synpcc7942_1411,hypothetical protein
NC_007604,1464821,-,-,Synpcc7942_1412,hypothetical protein
NC_007604,1464941,+,-,Synpcc7942_1413,hypothetical protein
NC_007604,1466434,-,-,Synpcc7942_1414,ATPase
NC_007604,1468099,-,-,Synpcc7942_1415,NAD(P)H-quinone oxidoreductase subunit 2
NC_007604,1468301,+,-,Synpcc7942_1416,DNA topoisomerase I
NC_007604,1471000,+,-,Synpcc7942_1417,hypothetical protein
NC_007604,1472186,-,-,Synpcc7942_1418,hypothetical protein
NC_007604,1472569,+,chlL,Synpcc7942_1419,protochlorophyllide reductase iron-sulfur ATP-binding protein
NC_007604,1473509,+,-,Synpcc7942_1420,light-independent protochlorophyllide reductase subunit N
NC_007604,1475065,+,-,Synpcc7942_1421,carboxysome assembly protein
NC_007604,1475552,+,-,Synpcc7942_1422,carbon dioxide concentrating mechanism protein CcmL
NC_007604,1476059,+,-,Synpcc7942_1423,carbonate dehydratase
NC_007604,1477713,+,-,Synpcc7942_1424,carbon dioxide concentrating mechanism protein
NC_007604,1478240,+,-,Synpcc7942_1425,carbon dioxide concentrating mechanism protein CcmO
NC_007604,1479352,+,rbcL,Synpcc7942_1426,ribulose bisophosphate carboxylase
NC_007604,1480965,+,-,Synpcc7942_1427,"ribulose 1,5-bisphosphate carboxylase small subunit"
NC_007604,1481407,+,-,Synpcc7942_1428,phosphoribosylaminoimidazole carboxylase ATPase subunit
NC_007604,1483267,-,-,Synpcc7942_1429,hypothetical protein
NC_007604,1484378,-,-,Synpcc7942_1430,hypothetical protein
NC_007604,1484549,+,-,Synpcc7942_1431,peptidylprolyl isomerase
NC_007604,1486710,-,-,Synpcc7942_1432,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II/unknown domain fusion protein"
NC_007604,1486983,+,argC,Synpcc7942_1433,N-acetyl-gamma-glutamyl-phosphate reductase
NC_007604,1488854,-,-,Synpcc7942_1434,hypothetical protein
NC_007604,1490723,-,-,Synpcc7942_1435,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
NC_007604,1491205,-,-,Synpcc7942_1436,hypothetical protein
NC_007604,1491286,+,-,Synpcc7942_1437,hypothetical protein
NC_007604,1492290,-,-,Synpcc7942_1438,anti-sigma regulatory factor
NC_007604,1494035,-,-,Synpcc7942_1439,NAD(P)H-quinone oxidoreductase subunit 4
NC_007604,1495093,-,-,Synpcc7942_1440,homoserine kinase
NC_007604,1496151,-,cobD,Synpcc7942_1441,cobalamin biosynthesis protein
NC_007604,1496399,+,-,Synpcc7942_1442,hypothetical protein
NC_007604,1496904,+,-,Synpcc7942_R0049,Lys tRNA
NC_007604,1497190,+,-,Synpcc7942_1443,"fructose-1,6-bisphosphate aldolase"
NC_007604,1498331,+,-,Synpcc7942_1444,hypothetical protein
NC_007604,1499817,-,-,Synpcc7942_1445,hypothetical protein
NC_007604,1500342,-,-,Synpcc7942_1446,hypothetical protein
NC_007604,1500489,+,-,Synpcc7942_1447,carbonate dehydratase
NC_007604,1501343,+,-,Synpcc7942_1448,quinolinate synthetase
NC_007604,1503392,-,lpxD,Synpcc7942_1449,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
NC_007604,1503457,+,-,Synpcc7942_1450,ATPase
NC_007604,1504300,+,-,Synpcc7942_1451,hypothetical protein
NC_007604,1506194,-,-,Synpcc7942_1452,DNA repair protein RadA
NC_007604,1506399,+,-,Synpcc7942_1453,two component transcriptional regulator
NC_007604,1507284,+,-,Synpcc7942_1454,glycerol-3-phosphate acyltransferase PlsX
NC_007604,1508394,+,-,Synpcc7942_1455,3-oxoacyl-ACP synthase
NC_007604,1509455,+,-,Synpcc7942_1456,malonyl CoA-ACP transacylase
NC_007604,1510305,+,-,Synpcc7942_1457,1-acyl-sn-glycerol-3-phosphate acyltransferase
NC_007604,1511528,-,-,Synpcc7942_1458,hypothetical protein
NC_007604,1512212,-,-,Synpcc7942_1459,hypothetical protein
NC_007604,1512578,-,-,Synpcc7942_1460,hypothetical protein
NC_007604,1513985,-,-,Synpcc7942_1461,thiol oxidoreductase
NC_007604,1515141,-,-,Synpcc7942_1462,imelysin
NC_007604,1515338,+,-,Synpcc7942_1463,porin
NC_007604,1517226,+,-,Synpcc7942_1464,porin
NC_007604,1518994,+,-,Synpcc7942_1465,BadM/Rrf2 family transcriptional regulator
NC_007604,1519664,+,-,Synpcc7942_1466,cysteine synthase
NC_007604,1520674,+,-,Synpcc7942_1467,molecular chaperone DnaJ
NC_007604,1522141,-,-,Synpcc7942_1468,monovalent cation/H+ antiporter subunit B
NC_007604,1522719,-,-,Synpcc7942_1469,hypothetical protein
NC_007604,1523005,-,-,Synpcc7942_1470,hypothetical protein
NC_007604,1523259,-,-,Synpcc7942_1471,hypothetical protein
NC_007604,1523642,-,-,Synpcc7942_1472,hypothetical protein
NC_007604,1525081,-,-,Synpcc7942_1473,monovalent cation/H+ antiporter subunit D
NC_007604,1525413,-,-,Synpcc7942_1474,monovalent cation/H+ antiporter subunit C
NC_007604,1526954,-,-,Synpcc7942_1475,sodium-dependent bicarbonate transporter
NC_007604,1527717,+,-,Synpcc7942_1476,hypothetical protein
NC_007604,1530337,-,-,Synpcc7942_1477,hypothetical protein
NC_007604,1530852,-,-,Synpcc7942_1478,cytochrome CytM
NC_007604,1530927,+,petG,Synpcc7942_1479,cytochrome b6-f complex subunit PetG
NC_007604,1531748,-,-,Synpcc7942_1480,hypothetical protein
NC_007604,1532398,-,hisH,Synpcc7942_1481,imidazole glycerol phosphate synthase subunit HisH
NC_007604,1532605,+,-,Synpcc7942_1482,hypothetical protein
NC_007604,1534877,-,-,Synpcc7942_1483,hypothetical protein
NC_007604,1536406,-,murE,Synpcc7942_1484,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase"
NC_007604,1536673,-,-,Synpcc7942_1485,hypothetical protein
NC_007604,1536916,-,-,Synpcc7942_1486,hypothetical protein
NC_007604,1536986,+,rpsD,Synpcc7942_1487,30S ribosomal protein S4
NC_007604,1538545,+,-,Synpcc7942_1488,hypothetical protein
NC_007604,1539953,+,-,Synpcc7942_1489,nitrate transport permease
NC_007604,1540818,+,-,Synpcc7942_1490,nitrate transport ATP-binding subunits C and D
NC_007604,1542834,+,-,Synpcc7942_1491,nitrate transport ATP-binding subunits C and D
NC_007604,1543923,+,-,Synpcc7942_1492,hypothetical protein
NC_007604,1544514,+,mazG,Synpcc7942_1493,nucleoside triphosphate pyrophosphohydrolase
NC_007604,1546095,-,-,Synpcc7942_1494,hypothetical protein
NC_007604,1546650,-,-,Synpcc7942_1495,hypothetical protein
NC_007604,1547552,-,-,Synpcc7942_1496,acetylglutamate kinase
NC_007604,1548105,-,-,Synpcc7942_1497,hypothetical protein
NC_007604,1548207,+,-,Synpcc7942_1498,hypothetical protein
NC_007604,1548955,-,-,Synpcc7942_1499,ferredoxin (2Fe-2S)
NC_007604,1550078,-,prmA,Synpcc7942_1500,ribosomal protein L11 methyltransferase
NC_007604,1551718,-,-,Synpcc7942_1501,D-3-phosphoglycerate dehydrogenase
NC_007604,1551702,+,-,Synpcc7942_1502,hypothetical protein
NC_007604,1552303,+,-,Synpcc7942_1503,RNA-binding S4
NC_007604,1553312,+,-,Synpcc7942_1504,hypothetical protein
NC_007604,1556007,-,-,Synpcc7942_1505,3-isopropylmalate dehydrogenase
NC_007604,1556537,-,-,Synpcc7942_1506,hypothetical protein
NC_007604,1557246,+,-,Synpcc7942_R0053,Val tRNA
NC_007604,1558331,-,-,Synpcc7942_1507,lipoyl synthase
NC_007604,1559209,-,-,Synpcc7942_1508,hypothetical protein
NC_007604,1559329,+,mnmA,Synpcc7942_1509,tRNA-specific 2-thiouridylase MnmA
NC_007604,1561178,-,-,Synpcc7942_1510,RNA polymerase sigma factor SigF
NC_007604,1561943,-,-,Synpcc7942_1511,hypothetical protein
NC_007604,1563389,-,-,Synpcc7942_1512,zeta-carotene desaturase
NC_007604,1563532,+,-,Synpcc7942_1513,1-deoxy-D-xylulose 5-phosphate reductoisomerase
NC_007604,1564744,+,-,Synpcc7942_1514,pseudouridine synthase
NC_007604,1565350,+,-,Synpcc7942_1515,Ser/Thr phosphatase
NC_007604,1566971,-,-,Synpcc7942_1516,phosphoglycerate mutase
NC_007604,1568316,-,-,Synpcc7942_1517,histidine kinase
NC_007604,1568627,+,-,Synpcc7942_1518,ATP-dependent helicase PcrA
NC_007604,1572458,-,hisD,Synpcc7942_1519,histidinol dehydrogenase
NC_007604,1572486,+,rpsT,Synpcc7942_1520,30S ribosomal protein S20
NC_007604,1572849,+,-,Synpcc7942_1521,Sec-independent protein translocase TatD
NC_007604,1573729,+,rpoB,Synpcc7942_1522,DNA-directed RNA polymerase subunit beta
NC_007604,1577150,+,-,Synpcc7942_1523,DNA-directed RNA polymerase subunit gamma
NC_007604,1579048,+,-,Synpcc7942_1524,DNA-directed RNA polymerase subunit beta'
NC_007604,1583358,+,-,Synpcc7942_1525,GTP-binding protein TypA
NC_007604,1585287,+,-,Synpcc7942_1526,hypothetical protein
NC_007604,1586243,+,-,Synpcc7942_1527,nitrogen assimilation regulatory protein
NC_007604,1589146,-,-,Synpcc7942_1528,hypothetical protein
NC_007604,1589204,+,-,Synpcc7942_1529,hypothetical protein
NC_007604,1590708,-,-,Synpcc7942_1530,molybdenum-pterin binding domain-containing protein
NC_007604,1590798,+,-,Synpcc7942_1531,molybdenum ABC transporter periplasmic molybdate-binding protein
NC_007604,1591611,+,-,Synpcc7942_1532,molybdate ABC transporter permease
NC_007604,1592254,+,-,Synpcc7942_1533,succinate dehydrogenase/fumarate reductase iron-sulfur subunit
NC_007604,1593215,+,-,Synpcc7942_1534,hypothetical protein
NC_007604,1595446,+,-,Synpcc7942_1535,Rubisco chaperonin
NC_007604,1595934,+,-,Synpcc7942_1536,amidotransferase
NC_007604,1596668,+,-,Synpcc7942_1537,hypothetical protein
NC_007604,1596968,+,-,Synpcc7942_1538,hypothetical protein
NC_007604,1597818,-,-,Synpcc7942_1539,hypothetical protein
NC_007604,1598566,-,-,Synpcc7942_1540,hypothetical protein
NC_007604,1599334,-,-,Synpcc7942_1541,flavodoxin FldA
NC_007604,1600381,-,-,Synpcc7942_1542,iron-stress chlorophyll-binding protein
NC_007604,1600637,+,-,Synpcc7942_1543,ribonuclease II
NC_007604,1600802,+,-,Synpcc7942_1544,panthotenate metabolism flavoprotein
NC_007604,1601056,+,-,Synpcc7942_1545,plasmid stabilization protein StbB-like protein
NC_007604,1601489,+,-,Synpcc7942_1546,ribonuclease II
NC_007604,1603415,-,-,Synpcc7942_1547,hypothetical protein
NC_007604,1605768,-,-,Synpcc7942_1548,amidase
NC_007604,1606129,+,-,Synpcc7942_1549,SOS mutagenesis protein UmuD
NC_007604,1606746,+,-,Synpcc7942_1550,DNA-directed DNA polymerase
NC_007604,1608052,+,-,Synpcc7942_1551,hypothetical protein
NC_007604,1610361,-,-,Synpcc7942_1552,ketol-acid reductoisomerase
NC_007604,1610364,+,-,Synpcc7942_1553,phosphoesterase PHP-like protein
NC_007604,1611853,-,-,Synpcc7942_1554,ATP-dependent Clp protease proteolytic subunit
NC_007604,1611906,+,-,Synpcc7942_1555,Thf1-like protein
NC_007604,1612842,+,-,Synpcc7942_1556,hypothetical protein
NC_007604,1614501,-,-,Synpcc7942_1557,principal RNA polymerase sigma factor SigA
NC_007604,1615204,+,-,Synpcc7942_1558,hypothetical protein
NC_007604,1616284,+,-,Synpcc7942_1559,hypothetical protein
NC_007604,1617134,+,-,Synpcc7942_1560,hypothetical protein
NC_007604,1618726,-,-,Synpcc7942_1561,hypothetical protein
NC_007604,1619697,-,-,Synpcc7942_1562,ADP-ribosylglycohydrolase-like protein
NC_007604,1621512,-,-,Synpcc7942_1563,signal transduction inhibitor
NC_007604,1621903,+,-,Synpcc7942_1564,hypothetical protein
NC_007604,1622869,-,-,Synpcc7942_R0001,Gly tRNA
NC_007604,1622970,+,-,Synpcc7942_1565,hypothetical protein
NC_007604,1623449,+,-,Synpcc7942_1566,polyphosphate kinase
NC_007604,1626019,-,-,Synpcc7942_1567,ribosomal protein L36
NC_007604,1626622,-,-,Synpcc7942_1568,hypothetical protein
NC_007604,1627201,-,-,Synpcc7942_1569,hypothetical protein
NC_007604,1629449,-,-,Synpcc7942_1570,heavy metal translocating P-type ATPase
NC_007604,1630063,+,-,Synpcc7942_1571,MIP family channel protein
NC_007604,1631153,+,-,Synpcc7942_1572,dehydrogenase subunit-like protein
NC_007604,1632994,+,-,Synpcc7942_1573,3-oxoacyl-ACP reductase
NC_007604,1633895,+,-,Synpcc7942_1574,glucosidase
NC_007604,1636580,+,-,Synpcc7942_1575,glycogen debranching protein
NC_007604,1638668,+,-,Synpcc7942_1576,chloride channel protein
NC_007604,1642033,-,argS,Synpcc7942_1577,arginyl-tRNA synthetase
NC_007604,1643011,-,-,Synpcc7942_1578,Sec-independent protein translocase TatC
NC_007604,1643490,+,-,Synpcc7942_1579,dual specificity protein phosphatase
NC_007604,1644436,-,-,Synpcc7942_1580,hypothetical protein
NC_007604,1645142,+,-,Synpcc7942_1581,"peptidase M14, carboxypeptidase A"
NC_007604,1648211,-,trmE,Synpcc7942_1582,tRNA modification GTPase TrmE
NC_007604,1648210,+,-,Synpcc7942_1583,hypothetical protein
NC_007604,1650160,-,-,Synpcc7942_1584,hypothetical protein
NC_007604,1651199,-,-,Synpcc7942_1585,N-acetylmuramoyl-L-alanine amidase
NC_007604,1651359,+,-,Synpcc7942_1586,periplasmic sensor signal transduction histidine kinase
NC_007604,1653172,-,-,Synpcc7942_1587,hypothetical protein
NC_007604,1655834,-,-,Synpcc7942_1588,hypothetical protein
NC_007604,1657270,-,-,Synpcc7942_1589,modulator of DNA gyrase
NC_007604,1658131,-,-,Synpcc7942_1590,hypothetical protein
NC_007604,1659022,-,-,Synpcc7942_1591,RNA binding S1
NC_007604,1659119,+,-,Synpcc7942_1592,creatinine amidohydrolase
NC_007604,1659994,+,-,Synpcc7942_1593,aldehyde decarbonylase
NC_007604,1660728,+,-,Synpcc7942_1594,acyl-ACP reductase
NC_007604,1661770,+,-,Synpcc7942_1595,acetyl-CoA carboxylase carboxyltransferase subunit alpha
NC_007604,1662790,+,-,Synpcc7942_1596,short chain dehydrogenase
NC_007604,1663611,+,folE,Synpcc7942_1597,GTP cyclohydrolase I
NC_007604,1664306,+,-,Synpcc7942_1598,phenazine biosynthesis PhzC/PhzF protein
NC_007604,1665097,+,-,Synpcc7942_1599,hypothetical protein
NC_007604,1666188,+,-,Synpcc7942_1600,"5',5'''-P-1,P-4-tetraphosphate phosphorylase II-like protein"
NC_007604,1667231,-,-,Synpcc7942_1601,hypothetical protein
NC_007604,1667296,+,-,Synpcc7942_1602,"RNA methyltransferase TrmH, group 1"
NC_007604,1668136,+,-,Synpcc7942_1603,beta-lactamase
NC_007604,1669273,+,-,Synpcc7942_1604,hypothetical protein
NC_007604,1671208,-,-,Synpcc7942_1605,hypothetical protein
NC_007604,1671451,+,-,Synpcc7942_1606,Beta-Ig-H3/fasciclin
NC_007604,1673679,-,-,Synpcc7942_1607,porin; major outer membrane protein
NC_007604,1673935,+,-,Synpcc7942_1608,mannose-1-phosphate guanylyltransferase
NC_007604,1675456,+,-,Synpcc7942_1609,protein splicing (intein) site
NC_007604,1680389,-,-,Synpcc7942_1610,pyridine nucleotide transhydrogenase subunit beta
NC_007604,1680682,-,-,Synpcc7942_1611,nicotinamide nucleotide transhydrogenase subunit alpha-like protein
NC_007604,1681905,-,-,Synpcc7942_1612,pyridine nucleotide transhydrogenase subunit alpha
NC_007604,1682042,+,-,Synpcc7942_1613,hypothetical protein
NC_007604,1682665,+,rpmH,Synpcc7942_1614,50S ribosomal protein L34
NC_007604,1682808,+,rnpA,Synpcc7942_1615,ribonuclease P
NC_007604,1683163,+,-,Synpcc7942_1616,hypothetical protein
NC_007604,1683621,+,-,Synpcc7942_1617,inner membrane protein translocase component YidC
NC_007604,1684927,+,-,Synpcc7942_1618,single-stranded nucleic acid binding R3H
NC_007604,1685434,+,-,Synpcc7942_1619,metal-binding protein
NC_007604,1685939,+,-,Synpcc7942_1620,ATPase
NC_007604,1689152,-,-,Synpcc7942_1621,Elongator protein 3/MiaB/NifB
NC_007604,1689721,+,-,Synpcc7942_1622,proteinase
NC_007604,1692265,+,-,Synpcc7942_1623,hypothetical protein
NC_007604,1693644,-,-,Synpcc7942_1624,riboflavin synthase subunit alpha
NC_007604,1694921,-,-,Synpcc7942_1625,glycosyltransferase
NC_007604,1695550,-,-,Synpcc7942_1626,hypothetical protein
NC_007604,1696924,-,-,Synpcc7942_1627,hypothetical protein
NC_007604,1697247,+,-,Synpcc7942_1628,hypothetical protein
NC_007604,1698071,+,-,Synpcc7942_1629,hypothetical protein
NC_007604,1698933,+,-,Synpcc7942_1630,cytochrome c6
NC_007604,1699269,+,-,Synpcc7942_1631,TPR repeat-containing protein
NC_007604,1700169,+,-,Synpcc7942_1632,hypothetical protein
NC_007604,1701369,+,-,Synpcc7942_1633,hypothetical protein
NC_007604,1702707,-,-,Synpcc7942_1634,hypothetical protein
NC_007604,1704469,-,-,Synpcc7942_1635,porin; major outer membrane protein
NC_007604,1705013,-,phhB,Synpcc7942_1636,pterin-4-alpha-carbinolamine dehydratase
NC_007604,1706507,-,-,Synpcc7942_1637,photosystem II D2 protein (photosystem q(a) protein)
NC_007604,1706685,+,-,Synpcc7942_1638,hypothetical protein
NC_007604,1707135,+,-,Synpcc7942_1639,ATPase
NC_007604,1707881,+,-,Synpcc7942_1640,hypothetical protein
NC_007604,1708665,+,-,Synpcc7942_1641,hypothetical protein
NC_007604,1709180,+,-,Synpcc7942_1642,hypothetical protein
NC_007604,1710338,+,-,Synpcc7942_1643,GAF sensor-containing diguanylate cyclase
NC_007604,1712014,+,-,Synpcc7942_1644,hypothetical protein
NC_007604,1712986,+,rnpB,Synpcc7942_R0036,-
NC_007604,1713298,+,-,Synpcc7942_1645,RNAse III
NC_007604,1714315,+,-,Synpcc7942_1646,hypothetical protein
NC_007604,1715123,+,-,Synpcc7942_1647,hypothetical protein
NC_007604,1716638,-,-,Synpcc7942_1648,ferric uptake regulator family protein
NC_007604,1716788,+,-,Synpcc7942_1649,rubrerythrin
NC_007604,1720946,-,-,Synpcc7942_1650,phosphorylase kinase subunit alpha
NC_007604,1721058,+,-,Synpcc7942_1651,N-acetylmannosaminyltransferase
NC_007604,1721792,+,-,Synpcc7942_1652,Elongator protein 3/MiaB/NifB
NC_007604,1724736,-,gldA,Synpcc7942_1653,glycerol dehydrogenase
NC_007604,1725232,-,-,Synpcc7942_1654,hypothetical protein
NC_007604,1725905,-,-,Synpcc7942_1655,hypothetical protein
NC_007604,1728189,-,-,Synpcc7942_1656,catalase/peroxidase HPI
NC_007604,1728453,+,-,Synpcc7942_1657,hypothetical protein
NC_007604,1729246,-,-,Synpcc7942_1658,hypothetical protein
NC_007604,1729384,+,-,Synpcc7942_1659,nitroreductase
NC_007604,1730131,+,-,Synpcc7942_1660,potassium channel protein
NC_007604,1731133,+,-,Synpcc7942_1661,hypothetical protein
NC_007604,1733247,-,cysS,Synpcc7942_1662,cysteinyl-tRNA synthetase
NC_007604,1733760,-,-,Synpcc7942_1663,hypothetical protein
NC_007604,1733790,+,-,Synpcc7942_1664,hypothetical protein
NC_007604,1733989,+,-,Synpcc7942_1665,oxidoreductase
NC_007604,1735859,-,-,Synpcc7942_1666,hypothetical protein
NC_007604,1735965,+,murD,Synpcc7942_1667,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
NC_007604,1737882,+,-,Synpcc7942_1668,potassium-transporting ATPase subunit A
NC_007604,1739595,+,-,Synpcc7942_1669,potassium-transporting ATPase subunit B
NC_007604,1741687,+,-,Synpcc7942_1670,hypothetical protein
NC_007604,1741836,+,-,Synpcc7942_1671,potassium-transporting ATPase subunit C
NC_007604,1742508,+,-,Synpcc7942_1672,M15B family D-Ala-D-Ala carboxypeptidase VanY
NC_007604,1743854,-,-,Synpcc7942_1673,hypothetical protein
NC_007604,1744166,-,-,Synpcc7942_1674,hypothetical protein
NC_007604,1744766,-,-,Synpcc7942_1675,hypothetical protein
NC_007604,1745469,-,-,Synpcc7942_1676,hypothetical protein
NC_007604,1746597,-,-,Synpcc7942_1677,hypothetical protein
NC_007604,1747153,-,-,Synpcc7942_1678,hypothetical protein
NC_007604,1747252,+,-,Synpcc7942_1679,photosystem II reaction center protein Psb28
NC_007604,1748900,-,-,Synpcc7942_1680,sulfate transport system permease 1
NC_007604,1749076,+,-,Synpcc7942_1681,thiosulfate-binding protein
NC_007604,1750203,+,-,Synpcc7942_1682,sulfate transport system permease 2
NC_007604,1751063,+,-,Synpcc7942_1683,hypothetical protein
NC_007604,1751336,+,-,Synpcc7942_1684,Crp/Fnr family transcriptional regulator
NC_007604,1752002,+,-,Synpcc7942_1685,sulfate transport system permease 2
NC_007604,1753022,+,-,Synpcc7942_1686,thiosulfate-binding protein
NC_007604,1754047,+,-,Synpcc7942_1687,Sulfate ABC transporter permease CysT
NC_007604,1754913,+,-,Synpcc7942_1688,Sulfate ABC transporter permease CysW
NC_007604,1755915,+,-,Synpcc7942_1689,rhodanese-like protein
NC_007604,1756898,+,-,Synpcc7942_1690,hypothetical protein
NC_007604,1757155,+,-,Synpcc7942_1691,hypothetical protein
NC_007604,1759329,-,-,Synpcc7942_1692,mrr restriction system protein
NC_007604,1759819,-,-,Synpcc7942_1693,response regulator receiver domain-containing protein
NC_007604,1759930,+,-,Synpcc7942_1694,DNA topoisomerase IV subunit A
NC_007604,1762639,+,-,Synpcc7942_1695,hypothetical protein
NC_007604,1764479,-,-,Synpcc7942_1696,hypothetical protein
NC_007604,1764892,-,-,Synpcc7942_1697,CDGSH type Zn-finger protein
NC_007604,1764920,+,-,Synpcc7942_1698,transcriptional regulator
NC_007604,1766852,-,-,Synpcc7942_1699,MATE efflux family protein
NC_007604,1767849,-,-,Synpcc7942_1700,GDP-fucose synthetase NAD dependent epimerase/dehydratase
NC_007604,1767953,+,-,Synpcc7942_1701,hypothetical protein
NC_007604,1768490,+,-,Synpcc7942_1702,hypothetical protein
NC_007604,1772017,-,-,Synpcc7942_1703,alpha-mannosidase
NC_007604,1772024,+,-,Synpcc7942_1704,hypothetical protein
NC_007604,1772940,+,psbI,Synpcc7942_1705,photosystem II reaction center I protein I
NC_007604,1773234,+,-,Synpcc7942_1706,hypothetical protein
NC_007604,1775633,+,-,Synpcc7942_1707,hypothetical protein
NC_007604,1776199,+,-,Synpcc7942_1708,oligopeptidase A
NC_007604,1779889,-,-,Synpcc7942_1709,small GTP-binding protein domain-containing protein
NC_007604,1780048,+,-,Synpcc7942_1710,DNA-directed RNA polymerase subunit omega
NC_007604,1780275,+,-,Synpcc7942_1711,hypothetical protein
NC_007604,1780853,+,-,Synpcc7942_1712,hypothetical protein
NC_007604,1781317,+,-,Synpcc7942_1713,hydrocarbon oxygenase MocD
NC_007604,1782216,+,-,Synpcc7942_1714,hypothetical protein
NC_007604,1783903,-,upp,Synpcc7942_1715,uracil phosphoribosyltransferase
NC_007604,1787655,-,-,Synpcc7942_1716,PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase
NC_007604,1789027,-,-,Synpcc7942_1717,glycolate oxidase subunit (Fe-S) protein
