JGI ID,7942 ID,Start,End,Strand,Mean RNA Seq over ORF
637799384,Synpcc7942_0965,972388,973350,1,8.531671859
637799385,Synpcc7942_0966,973359,973946,0,4.042517007
637799386,Synpcc7942_0967,974099,975061,1,20.62409138
637799387,Synpcc7942_0968,975143,975358,1,12.46296296
637799388,Synpcc7942_0969,975368,976195,0,7.731884058
637799389,Synpcc7942_0970,976311,977882,1,1.595419847
637799390,Synpcc7942_0971,977903,979261,0,20.28476821
637799391,Synpcc7942_0972,979369,979761,1,4.134860051
637799392,Synpcc7942_0973,979758,980930,0,2.280477408
637799393,Synpcc7942_0974,980967,981137,0,10.28654971
637799394,Synpcc7942_0975,981254,982144,0,0.920314254
637799395,Synpcc7942_0976,982168,984897,1,1.513553114
637799396,Synpcc7942_0977,985009,986010,0,150.2934132
637799397,Synpcc7942_0978,986415,987626,1,102.4224422
637799398,Synpcc7942_0979,988074,988577,0,2.976190476
637799399,Synpcc7942_0980,988653,989276,0,3.58974359
637799400,Synpcc7942_0981,989800,991494,0,3.381120944
637799401,Synpcc7942_0982,991553,992167,1,16.38536585
637799402,Synpcc7942_0983,992187,992873,1,10.94614265
637799403,Synpcc7942_0984,992870,993670,1,6.220973783
637799404,Synpcc7942_0985,993654,995036,1,7.878524946
637799405,Synpcc7942_0986,995080,996231,1,10.47916667
637799406,Synpcc7942_0987,996280,996723,0,14.19369369
637799407,Synpcc7942_0988,996948,997274,0,26.67584098
637799408,Synpcc7942_0989,997379,997822,0,19.81981982
637799409,Synpcc7942_0990,997912,998454,0,2.828729282
637799410,Synpcc7942_0991,998464,999729,0,8.172985782
637799411,Synpcc7942_0992,999802,1001799,1,5.453453453
637799412,Synpcc7942_0993,1001766,1003145,0,6.187681159
637799413,Synpcc7942_0994,1003177,1003746,0,4.024561404
637799414,Synpcc7942_0995,1003809,1004204,1,12.88636364
637799415,Synpcc7942_0996,1004254,1005240,1,4.139817629
637799416,Synpcc7942_0997,1005256,1005432,0,128.3672316
637799417,Synpcc7942_0998,1005621,1007519,1,18.20642443
637799418,Synpcc7942_0999,1007581,1007880,0,13.34333333
637799419,Synpcc7942_1000,1008139,1011369,0,1.774373259
637799420,Synpcc7942_1001,1011886,1013736,0,6.623446786
637799422,Synpcc7942_1002,1013888,1014316,1,729.988345
637799423,Synpcc7942_1003,1014434,1015987,1,14.78828829
637799424,Synpcc7942_1004,1015963,1016316,0,1.005649718
637799425,Synpcc7942_1005,1016315,1016944,1,2.079365079
637799426,Synpcc7942_1006,1017044,1018123,1,6.464814815
637799427,Synpcc7942_1007,1018904,1020295,0,4.096264368
637799428,Synpcc7942_1008,1020332,1021186,0,3.41871345
637799429,Synpcc7942_1009,1021351,1021950,0,4.381666667
637799430,Synpcc7942_1010,1021969,1022700,0,7.789617486
637799431,Synpcc7942_1011,1022715,1023956,0,1.662640902
637799432,Synpcc7942_1012,1023969,1024742,0,3.708010336
637799433,Synpcc7942_1013,1025389,1025625,0,12.10126582
637799434,Synpcc7942_1014,1025629,1028415,0,14.36203803
637799435,Synpcc7942_1015,1028418,1030937,0,13.3281746
637799436,Synpcc7942_1016,1030953,1031435,0,15.60041408
637799437,Synpcc7942_1017,1031697,1032458,0,4.036745407
637799438,Synpcc7942_1018,1032577,1033212,1,3.044025157
637799439,Synpcc7942_1019,1033300,1034799,1,4.659333333
637799440,Synpcc7942_1020,1034796,1035746,1,1.686645636
637799441,Synpcc7942_1021,1035731,1037074,1,1.433779762
637799442,Synpcc7942_1022,1037049,1037837,0,7.754119138
637799443,Synpcc7942_1023,1037841,1038086,0,15.15447154
637799444,Synpcc7942_1024,1038106,1039098,0,3.498489426
637799445,Synpcc7942_1025,1039168,1039638,1,4.246284501
637799448,Synpcc7942_1026,1039971,1041725,0,4.12991453
637799449,Synpcc7942_1027,1041800,1042114,1,1.111111111
637799450,Synpcc7942_1028,1042384,1043340,0,7.370950888
637799451,Synpcc7942_1029,1043944,1044858,1,13.89836066
637799452,Synpcc7942_1030,1044888,1046009,1,10.99465241
637799453,Synpcc7942_1031,1046015,1046356,0,5.763157895
637799454,Synpcc7942_1032,1046506,1047972,1,8.780504431
637799455,Synpcc7942_1033,1047992,1048948,1,6.94984326
637799456,Synpcc7942_1034,1048952,1049815,1,4.822916667
637799457,Synpcc7942_1035,1049766,1050560,0,4.978616352
637799458,Synpcc7942_1036,1050754,1051257,1,17.73214286
637799459,Synpcc7942_1037,1051311,1053254,1,7.974279835
637799460,Synpcc7942_1038,1053264,1053851,1,2.583333333
637799461,Synpcc7942_1039,1053877,1054353,0,2.1278826
637799462,Synpcc7942_1040,1054722,1055279,1,6.078853047
637799463,Synpcc7942_1041,1055349,1055621,0,0
637799464,Synpcc7942_1042,1055645,1055980,1,18.22321429
637799465,Synpcc7942_1043,1055969,1056622,0,5.267584098
637799466,Synpcc7942_1044,1056740,1057462,0,9.237897649
637799467,Synpcc7942_1045,1057543,1059114,0,3.431933842
637799468,Synpcc7942_1046,1059261,1059689,1,4.494172494
637799469,Synpcc7942_1047,1060318,1060839,1,0.03256705
637799470,Synpcc7942_1048,1060891,1061382,1,42.96544715
637799471,Synpcc7942_1049,1061488,1062309,1,603.3953771
637799472,Synpcc7942_1050,1062357,1063226,1,527.2701149
637799473,Synpcc7942_1051,1063318,1063563,1,315.4918699
637799474,Synpcc7942_1052,1064073,1064594,1,0.026819923
637799475,Synpcc7942_1053,1064646,1065137,1,26.10772358
637799476,Synpcc7942_1054,1065228,1066049,1,23.30656934
637799477,Synpcc7942_1055,1066056,1066679,1,8.743589744
637799478,Synpcc7942_1056,1066706,1067488,1,31.36653895
637799479,Synpcc7942_1057,1067527,1068558,1,16.55813953
637799480,Synpcc7942_1058,1068576,1068788,1,4.96713615
637799481,Synpcc7942_1059,1068901,1069833,1,102.9506967
637799482,Synpcc7942_1060,1070025,1072052,1,1.825936884
637799483,Synpcc7942_1061,1072278,1073213,1,7.13034188
637799484,Synpcc7942_1062,1073253,1073480,1,17.55263158
637799485,Synpcc7942_1063,1073494,1073742,1,10.91164659
637799486,Synpcc7942_1064,1074007,1075368,1,7.226872247
637799489,Synpcc7942_1065,1075365,1078484,1,3.630769231
637799490,Synpcc7942_1066,1078489,1078737,1,1.558232932
637799491,Synpcc7942_1067,1078734,1079282,1,0.989071038
637799492,Synpcc7942_1068,1079478,1080773,1,10.9220679
637799493,Synpcc7942_1069,1080999,1081727,0,3.956104252
637799494,Synpcc7942_1070,1081730,1082851,0,3.360071301
637799495,Synpcc7942_1071,1083147,1083713,0,17.74426808
637799497,Synpcc7942_1072,1083771,1084322,0,6.679347826
637799498,Synpcc7942_1073,1084451,1085167,1,1.205020921
637799499,Synpcc7942_1074,1085257,1085562,0,5.797385621
637799500,Synpcc7942_1075,1085645,1086433,0,1.149556401
637799501,Synpcc7942_1076,1086581,1086997,0,3.755395683
637799502,Synpcc7942_1077,1087327,1087638,1,3.801282051
637799503,Synpcc7942_1078,1087780,1088688,1,12.78657866
637799504,Synpcc7942_1079,1088698,1091151,1,5.184596577
637799505,Synpcc7942_1080,1091781,1093124,1,4.183035714
637799506,Synpcc7942_1081,1093131,1093832,1,5.343304843
637799508,Synpcc7942_1082,1094751,1097516,1,2.200289226
637799509,Synpcc7942_1083,1097799,1099175,1,6.291938998
637799510,Synpcc7942_1084,1099185,1099628,0,1.878378378
637799511,Synpcc7942_1085,1099720,1102044,1,4.748817204
637799512,Synpcc7942_1086,1102104,1103168,1,35.82723005
637799513,Synpcc7942_1087,1103190,1104164,1,14.46358974
637799514,Synpcc7942_1088,1104193,1104570,1,252.1613757
637799515,Synpcc7942_1089,1104710,1107361,1,29.93476621
637799516,Synpcc7942_1090,1107477,1108274,0,12.43107769
637799517,Synpcc7942_1091,1108372,1109535,1,9.689003436
637799518,Synpcc7942_1092,1110004,1110663,0,2.334848485
637799519,Synpcc7942_1093,1110644,1111780,0,4.328056288
637799520,Synpcc7942_1094,1111918,1112535,0,3.221682848
637799521,Synpcc7942_1095,1112853,1113278,1,6.352112676
637799522,Synpcc7942_1096,1113354,1114724,0,23.76148796
637799523,Synpcc7942_1097,1114822,1114947,1,0.952380952
637799524,Synpcc7942_1098,1115020,1116258,0,1.625504439
637799525,Synpcc7942_1099,1116261,1116962,0,4.216524217
637799526,Synpcc7942_1100,1117103,1118551,0,5.266390614
637799527,Synpcc7942_1101,1118661,1119818,1,54.96545769
637799528,Synpcc7942_1102,1119830,1120258,1,43.79020979
637799529,Synpcc7942_1103,1120323,1121054,0,1.532786885
637799530,Synpcc7942_1104,1121152,1122417,0,5.546603476
637799531,Synpcc7942_1105,1122449,1123534,0,9.387661142
637799532,Synpcc7942_1106,1123678,1124148,0,7.244161359
637799533,Synpcc7942_1107,1124289,1125089,0,8.700374532
637799534,Synpcc7942_1108,1125373,1125648,1,3.311594203
637799535,Synpcc7942_1109,1125667,1126740,1,3.452513966
637799536,Synpcc7942_1110,1126901,1127527,1,20.94736842
637799537,Synpcc7942_1111,1127864,1129447,0,2.216540404
637799538,Synpcc7942_1112,1129444,1130385,0,3.75477707
637799539,Synpcc7942_1113,1130382,1131473,0,6.494505495
637799540,Synpcc7942_1114,1131480,1132343,0,8.56712963
637799541,Synpcc7942_1115,1132340,1132720,0,19.11286089
637799542,Synpcc7942_1116,1132968,1134176,1,36.21174524
637799543,Synpcc7942_1117,1134381,1135043,1,13.31221719
637799544,Synpcc7942_1118,1135064,1136614,0,1.729206963
637799545,Synpcc7942_1119,1136617,1137294,0,1.868731563
637799546,Synpcc7942_1120,1137860,1138015,0,8.416666667
637799547,Synpcc7942_1121,1138464,1140623,0,9.981018519
637799548,Synpcc7942_1122,1140801,1140995,1,98.34358974
637799549,Synpcc7942_1123,1141051,1141266,1,105.0416667
637799550,Synpcc7942_1124,1141288,1143300,1,15.21758569
637799551,Synpcc7942_1125,1143397,1144332,1,39.59615385
637799552,Synpcc7942_1126,1144390,1145223,0,15.24340528
637799553,Synpcc7942_1127,1145373,1146842,1,23.49047619
637799554,Synpcc7942_1128,1147349,1148437,1,1.208448118
637799555,Synpcc7942_1129,1148540,1149388,1,4.383981154
637799556,Synpcc7942_1130,1149445,1151259,1,6.814325069
637799557,Synpcc7942_1131,1151398,1151619,1,16.37837838
637799558,Synpcc7942_1132,1151670,1153373,0,0.78286385
637799559,Synpcc7942_1133,1153415,1155559,0,0.387412587
637799560,Synpcc7942_1134,1155654,1155962,0,2.430420712
637799561,Synpcc7942_1135,1157413,1157931,0,3.545279383
637799562,Synpcc7942_1136,1158027,1160624,1,9.548498845
637799563,Synpcc7942_1137,1160762,1161508,0,69.76572959
637799564,Synpcc7942_1138,1161580,1162590,1,1.133531157
637799565,Synpcc7942_1139,1162565,1164235,0,20.40514662
637799566,Synpcc7942_1140,1164350,1166107,0,1.934584755
637799567,Synpcc7942_1141,1166126,1166812,0,5.104803493
637799568,Synpcc7942_1142,1166949,1168526,1,8.643852978
637799569,Synpcc7942_1143,1168605,1169201,1,10.15410385
637799570,Synpcc7942_1144,1169424,1170455,1,13.37790698
637799571,Synpcc7942_1145,1170843,1171169,0,40.06116208
637799572,Synpcc7942_1146,1171215,1171481,0,33.37827715
637799573,Synpcc7942_1147,1171571,1172278,0,2.055084746
637799574,Synpcc7942_1148,1172695,1173912,1,13.62643678
637799575,Synpcc7942_1149,1173913,1174890,0,6.973415133
637799576,Synpcc7942_1150,1175078,1175734,0,11.35464231
637799577,Synpcc7942_1151,1175883,1177466,0,8.148358586
637799578,Synpcc7942_1152,1177670,1178677,0,159.8511905
637799579,Synpcc7942_1153,1179295,1181139,0,10.28292683
637799580,Synpcc7942_1154,1181136,1182443,0,8.107033639
637799581,Synpcc7942_1155,1182479,1183195,1,2.316596932
637799582,Synpcc7942_1156,1183497,1186094,1,9.270592764
637799583,Synpcc7942_1157,1186081,1189266,1,9.479284369
637799584,Synpcc7942_1158,1189305,1192448,0,8.742048346
637799585,Synpcc7942_1159,1192792,1193292,0,2.74251497
637799586,Synpcc7942_1160,1193397,1194299,1,1.090808416
637799587,Synpcc7942_1161,1194348,1194842,1,1.060606061
637799588,Synpcc7942_1162,1194846,1195301,1,1.793859649
637799589,Synpcc7942_1163,1195317,1196492,1,0.829931973
637799590,Synpcc7942_1164,1197417,1198841,1,7.237192982
637799591,Synpcc7942_1165,1198844,1199239,0,107.1338384
637799592,Synpcc7942_1166,1199437,1200762,1,3.036953243
637799594,Synpcc7942_1167,1200773,1201330,0,7.152329749
637799595,Synpcc7942_1168,1201327,1202109,0,2.402298851
637799596,Synpcc7942_1169,1202102,1203865,0,2.274943311
637799597,Synpcc7942_1170,1203837,1204319,0,7.130434783
637799598,Synpcc7942_1171,1204598,1206109,0,1.423941799
637799599,Synpcc7942_1172,1206148,1207596,0,1.422360248
637799600,Synpcc7942_1173,1207866,1209134,1,1.189125296
637799601,Synpcc7942_1174,1209224,1209343,0,553.8333333
637799602,Synpcc7942_1175,1209424,1209546,0,478.8373984
637799603,Synpcc7942_1176,1209559,1209693,0,445.8518519
637799604,Synpcc7942_1177,1209715,1209966,0,335.9325397
637799605,Synpcc7942_1178,1210031,1211080,0,22.59142857
637799606,Synpcc7942_1179,1211113,1211529,0,30.19904077
637799607,Synpcc7942_1180,1211703,1212104,1,78.71641791
637799608,Synpcc7942_1181,1212095,1212802,1,65.30225989
637799609,Synpcc7942_1182,1212795,1213313,1,67.03660886
637799610,Synpcc7942_1183,1213480,1214214,1,19.04217687
637799611,Synpcc7942_1184,1214239,1215141,1,21.59800664
637799612,Synpcc7942_1185,1215373,1215648,1,7.34057971
637799613,Synpcc7942_1186,1215652,1216350,1,2.21316166
637799614,Synpcc7942_1187,1216357,1217532,1,2.403061224
637799615,Synpcc7942_1188,1217650,1218042,1,7.287531807
637799616,Synpcc7942_1189,1218046,1218630,0,2.294017094
637799617,Synpcc7942_1190,1218720,1220180,0,9.412046543
637799618,Synpcc7942_1191,1220349,1220900,1,6.849637681
637799619,Synpcc7942_1192,1220990,1221583,0,20.31818182
637799620,Synpcc7942_1193,1221676,1222398,0,8.20746888
637799621,Synpcc7942_1194,1222698,1223495,1,6.106516291
637799622,Synpcc7942_1195,1223721,1224221,1,10.09780439
637799623,Synpcc7942_1196,1224298,1224534,1,14.52742616
637799624,Synpcc7942_1197,1224841,1225728,0,12.36486486
637799625,Synpcc7942_1198,1225805,1227244,0,17.97847222
637799626,Synpcc7942_1199,1227303,1228007,0,8.336170213
637799627,Synpcc7942_1200,1228048,1229061,0,2.014792899
637799628,Synpcc7942_1201,1229078,1230508,0,5.254367575
637799629,Synpcc7942_1202,1230512,1232980,0,4.744025921
637799630,Synpcc7942_1203,1233050,1233463,0,0.922705314
637799631,Synpcc7942_1204,1233460,1233774,0,0.946031746
637799632,Synpcc7942_1205,1233775,1233939,1,0.109090909
637799634,Synpcc7942_1206,1233936,1234211,1,10.21014493
637799635,Synpcc7942_1207,1234338,1234601,0,10.14772727
637799636,Synpcc7942_1208,1234594,1234848,0,11.56862745
637799637,Synpcc7942_1209,1234970,1235230,0,11.73180077
637799638,Synpcc7942_1210,1235233,1235481,0,7.012048193
637799639,Synpcc7942_1211,1235481,1235825,0,21.31304348
637799640,Synpcc7942_1212,1235830,1236090,0,2.747126437
637799641,Synpcc7942_1213,1236470,1236886,1,1.800959233
637799643,Synpcc7942_1214,1237017,1237520,1,6.057539683
637799644,Synpcc7942_1215,1237546,1238553,1,2.180555556
637799645,Synpcc7942_1216,1238550,1240109,0,16.45833333
637799646,Synpcc7942_1217,1240159,1240467,0,16.00970874
637799647,Synpcc7942_1218,1240557,1241411,0,10.59883041
637799648,Synpcc7942_1219,1241649,1242032,1,109.375
637799649,Synpcc7942_1220,1242067,1242333,1,151.9026217
637799650,Synpcc7942_1221,1242455,1242832,0,24.27777778
637799651,Synpcc7942_1222,1242925,1243809,1,2.215819209
637799652,Synpcc7942_1223,1243830,1245008,0,11.30025445
637799653,Synpcc7942_1224,1244992,1246092,0,15.33878292
637799654,Synpcc7942_1225,1246181,1246927,0,21.3480589
637799655,Synpcc7942_1226,1247104,1248369,1,9.093206951
637799656,Synpcc7942_1227,1248593,1249327,0,4.8
637799657,Synpcc7942_1228,1249355,1250224,1,1.171264368
637799658,Synpcc7942_1229,1250193,1250987,0,1.867924528
637799659,Synpcc7942_1230,1250977,1251846,0,4.727586207
637799660,Synpcc7942_1231,1251930,1252904,0,66.06564103
637799661,Synpcc7942_1232,1252950,1253489,0,64.66851852
637799662,Synpcc7942_1233,1253790,1254473,0,0.925438596
637799663,Synpcc7942_1234,1254739,1255242,1,8.420634921
637799664,Synpcc7942_1235,1255757,1257946,0,3.11826484
637799665,Synpcc7942_1236,1258144,1258968,0,22.36363636
637799666,Synpcc7942_1237,1258978,1260957,0,29.06515152
637799667,Synpcc7942_1238,1260972,1261811,0,34.70357143
637799668,Synpcc7942_1239,1261868,1263199,0,49.59534535
637799669,Synpcc7942_1240,1263263,1264801,0,44.0402859
637799670,Synpcc7942_1241,1265088,1266137,1,7.923809524
637799671,Synpcc7942_1242,1266128,1267057,1,3.879569892
637799672,Synpcc7942_1243,1267422,1268117,0,2.912356322
637799673,Synpcc7942_1244,1268365,1269663,1,3.240184758
637799674,Synpcc7942_1245,1270001,1270345,1,2.257971014
637799675,Synpcc7942_1246,1270803,1272317,1,7.497689769
637799676,Synpcc7942_1247,1272322,1272561,1,4.966666667
637799677,Synpcc7942_1248,1272551,1273123,1,4.568935428
637799678,Synpcc7942_1249,1273621,1273755,0,549.3777778
637799679,Synpcc7942_1250,1273781,1274260,0,337.1708333
637799680,Synpcc7942_1251,1274438,1275487,1,2.99047619
637799681,Synpcc7942_1252,1275556,1276833,1,2.82942097
637799682,Synpcc7942_1253,1276940,1277221,0,14.5106383
637799683,Synpcc7942_1254,1277460,1277855,1,54.69949495
637799684,Synpcc7942_1255,1277852,1279015,0,1.5
637799685,Synpcc7942_1256,1279079,1279633,1,9.908108108
637799687,Synpcc7942_1257,1279685,1281532,1,5.132575758
637799688,Synpcc7942_1258,1281532,1281945,1,2.736714976
637799689,Synpcc7942_1259,1281993,1283171,1,15.16030534
637799690,Synpcc7942_1260,1283244,1284071,1,13.47705314
637799691,Synpcc7942_1261,1284223,1285014,0,12.80176768
637799692,Synpcc7942_1262,1285028,1286647,0,2.945061728
637799693,Synpcc7942_1263,1286711,1287835,0,2.283555556
637799694,Synpcc7942_1264,1287939,1289582,1,2.850973236
637799695,Synpcc7942_1265,1289545,1290258,0,7.354341737
637799696,Synpcc7942_1266,1290360,1290953,0,6.045454545
637799697,Synpcc7942_1267,1290950,1291729,0,6.871794872
637799698,Synpcc7942_1268,1291777,1293231,0,4.646735395
637799699,Synpcc7942_1269,1293542,1294939,1,3.673819742
637799700,Synpcc7942_1270,1295129,1295425,1,39.78451178
637799701,Synpcc7942_1271,1295438,1296175,0,4.670731707
637799702,Synpcc7942_1272,1296234,1296761,0,1.804924242
637799703,Synpcc7942_1273,1296812,1298347,1,1.907552083
637799704,Synpcc7942_1274,1298630,1299157,0,20.39583333
637799705,Synpcc7942_1275,1299187,1300350,0,11.11941581
637799706,Synpcc7942_1276,1300381,1301163,0,34.8467433
637799707,Synpcc7942_1277,1301174,1301524,0,112.2222222
637799708,Synpcc7942_1278,1301569,1301769,0,120.2885572
637799709,Synpcc7942_1279,1301796,1302047,0,3.726190476
637799710,Synpcc7942_1280,1302044,1303138,0,6.078538813
637799711,Synpcc7942_1281,1303144,1303836,0,13.3968254
637799712,Synpcc7942_1282,1304480,1305463,0,1.735772358
637799713,Synpcc7942_1283,1305460,1305957,0,2.698795181
637799714,Synpcc7942_1284,1305960,1306232,0,3.838827839
637799715,Synpcc7942_1285,1306229,1307200,0,1.117283951
637799716,Synpcc7942_1286,1307304,1308515,1,1.391914191
637799717,Synpcc7942_1287,1309030,1310862,1,15.24168031
637799718,Synpcc7942_1288,1311028,1311534,1,2.408284024
637799719,Synpcc7942_1289,1311841,1313181,1,16.29530201
637799720,Synpcc7942_1290,1313290,1313460,0,332.3567251
637799721,Synpcc7942_1291,1313561,1313929,1,6.425474255
637799722,Synpcc7942_1292,1313939,1316023,0,6.070983213
637799723,Synpcc7942_1293,1316166,1318598,0,9.856555693
637799724,Synpcc7942_1294,1318734,1320302,1,12.58763544
637799725,Synpcc7942_1295,1320370,1321758,0,3.871850252
637799726,Synpcc7942_1296,1321898,1322593,1,1.29454023
637799727,Synpcc7942_1297,1322910,1324319,1,7.719858156
637799728,Synpcc7942_1298,1325107,1326837,1,6.81571346
637799729,Synpcc7942_1299,1326892,1327854,0,6.451713396
637799730,Synpcc7942_1300,1328093,1328662,1,4.319298246
637799731,Synpcc7942_1301,1328678,1330141,1,2.163934426
637799732,Synpcc7942_1302,1330250,1330726,1,15.04612159
637799733,Synpcc7942_1303,1330752,1331150,0,13.02255639
637799734,Synpcc7942_1304,1331160,1331732,0,10.16753927
637799735,Synpcc7942_1305,1331834,1333444,0,4.942271881
637799737,Synpcc7942_1306,1333522,1334082,0,20.67201426
637799738,Synpcc7942_1307,1334181,1334996,1,5.908088235
637799739,Synpcc7942_1308,1335009,1336076,1,9.475655431
637799740,Synpcc7942_1309,1336073,1337005,1,3.817792069
637799741,Synpcc7942_1310,1337076,1338047,1,5.768518519
637799742,Synpcc7942_1311,1338222,1338578,0,6.092436975
637799743,Synpcc7942_1312,1338656,1340458,0,2.337215752
637799744,Synpcc7942_1313,1340634,1342433,1,5.466666667
637799745,Synpcc7942_1314,1342534,1344405,0,115.715812
637799746,Synpcc7942_1315,1344583,1345983,0,12.53176303
637799747,Synpcc7942_1316,1346077,1347114,0,1.438342967
637799748,Synpcc7942_1317,1347173,1347910,1,2.192411924
637799749,Synpcc7942_1318,1347917,1348768,1,1.838028169
637799750,Synpcc7942_1319,1348834,1349373,1,2.775925926
637799751,Synpcc7942_1320,1349340,1350296,0,5.692789969
637799752,Synpcc7942_1321,1350414,1351433,0,2.997058824
637799753,Synpcc7942_1322,1351613,1351840,1,474.9078947
637799754,Synpcc7942_1323,1351949,1352797,1,4.434628975
637799755,Synpcc7942_1324,1352829,1355588,0,6.750362319
637799756,Synpcc7942_1325,1355787,1357151,1,4.202197802
637799757,Synpcc7942_1326,1357232,1360693,1,3.859329867
637799758,Synpcc7942_1327,1360808,1361101,1,24.40816327
637799759,Synpcc7942_1328,1361167,1361559,1,6.735368957
637799760,Synpcc7942_1329,1361879,1362505,1,35.11164274
637799761,Synpcc7942_1330,1362508,1363164,1,21.58751903
637799762,Synpcc7942_1331,1363290,1363466,1,19.75706215
637799763,Synpcc7942_1332,1363471,1364091,1,12.90982287
637799764,Synpcc7942_1333,1364091,1364786,1,7.895114943
637799765,Synpcc7942_1334,1364783,1366180,1,2.730329041
637799766,Synpcc7942_1335,1366177,1366971,1,1.640251572
637799767,Synpcc7942_1336,1367261,1368343,1,4.972299169
637799768,Synpcc7942_1337,1368411,1372715,1,1.621835075
637799769,Synpcc7942_1338,1372863,1373645,0,20.69604087
637799770,Synpcc7942_1339,1373779,1373973,0,13.85128205
637799771,Synpcc7942_1340,1374061,1374639,0,44.90500864
637799772,Synpcc7942_1341,1374756,1375841,1,4.994475138
637799773,Synpcc7942_1342,1375911,1377002,1,4.793040293
637799774,Synpcc7942_1343,1377217,1378335,1,36.92225201
637799775,Synpcc7942_1344,1378378,1378986,1,37.1182266
637799776,Synpcc7942_1345,1378990,1379595,1,35.25247525
637799777,Synpcc7942_1346,1379614,1379925,1,26.95192308
637799778,Synpcc7942_1347,1380019,1381014,0,1.959839357
637799779,Synpcc7942_1348,1381032,1381331,0,8.256666667
637799780,Synpcc7942_1349,1381367,1382053,0,8.234352256
637799781,Synpcc7942_1350,1382050,1382355,0,2.470588235
637799782,Synpcc7942_1351,1382386,1383096,0,3.334739803
637799783,Synpcc7942_1352,1383192,1385162,1,11.14561136
637799784,Synpcc7942_1353,1385412,1386080,1,3.125560538
637799785,Synpcc7942_1354,1386587,1388083,1,2.038744155
637799786,Synpcc7942_1355,1388109,1390898,0,5.243010753
637799787,Synpcc7942_1356,1390895,1391350,0,5.894736842
637799788,Synpcc7942_1357,1391347,1396770,0,3.478244838
637799789,Synpcc7942_1358,1397087,1397878,0,9.087121212
637799790,Synpcc7942_1359,1398294,1399499,0,6.534825871
637799791,Synpcc7942_1360,1399742,1401052,1,7.385964912
637799793,Synpcc7942_1361,1401085,1401588,1,13.7281746
637799794,Synpcc7942_1362,1401672,1402157,1,21.11728395
637799795,Synpcc7942_1363,1402353,1402640,1,9.423611111
637799796,Synpcc7942_1364,1402687,1403103,1,23.78657074
637799797,Synpcc7942_1365,1403362,1404060,0,4.075822604
637799798,Synpcc7942_1366,1404292,1405203,0,4.60745614
637799799,Synpcc7942_1367,1405262,1406629,1,0.71125731
637799800,Synpcc7942_1368,1406657,1406992,1,3.651785714
637799801,Synpcc7942_1369,1407202,1407837,1,4.316037736
637799802,Synpcc7942_1370,1407963,1408202,1,12.0375
637799803,Synpcc7942_1371,1408205,1409368,0,2.861683849
637799804,Synpcc7942_1372,1409560,1413132,1,5.908760146
637799805,Synpcc7942_1373,1413287,1413982,0,13.75143678
637799806,Synpcc7942_1374,1414283,1415914,0,4.924632353
637799807,Synpcc7942_1375,1415985,1416506,0,9.494252874
637799808,Synpcc7942_1376,1416706,1417302,0,12.15075377
637799809,Synpcc7942_1377,1417540,1419879,1,22.23333333
637799810,Synpcc7942_1378,1419926,1421167,0,1.258454106
637799811,Synpcc7942_1379,1421475,1422836,1,8.373715125
637799812,Synpcc7942_1380,1422879,1424603,1,4.067246377
637799813,Synpcc7942_1381,1424685,1426610,1,5.656282451
637799814,Synpcc7942_1382,1427042,1429711,1,4.768539326
637799815,Synpcc7942_1383,1429798,1430310,0,32.30019493
637799816,Synpcc7942_1384,1430438,1431283,1,8.511820331
637799817,Synpcc7942_1385,1431285,1431506,0,13.36936937
637799818,Synpcc7942_1386,1431627,1432760,0,8.258377425
637799819,Synpcc7942_1387,1432853,1433680,1,11.74516908
637799820,Synpcc7942_1388,1433659,1434372,1,2.81232493
637799821,Synpcc7942_1389,1434538,1435620,0,2.22345337
637799822,Synpcc7942_1390,1435722,1436066,0,21.9884058
637799823,Synpcc7942_1391,1436154,1437692,1,4.409356725
637799824,Synpcc7942_1392,1437916,1441983,0,0.540314651
637799825,Synpcc7942_1393,1442504,1443418,1,3.118032787
637799826,Synpcc7942_1394,1443546,1445309,1,5.148526077
637799827,Synpcc7942_1395,1445306,1445725,1,3.314285714
637799828,Synpcc7942_1396,1445743,1446000,0,12.65116279
637799829,Synpcc7942_1397,1446191,1447519,1,86.45748683
637799830,Synpcc7942_1398,1447847,1450069,0,2.705802969
637799831,Synpcc7942_1399,1450087,1451241,0,4.21991342
637799832,Synpcc7942_1400,1451255,1452376,0,5.23083779
637799833,Synpcc7942_1401,1452727,1453104,0,22.53968254
637799834,Synpcc7942_1402,1453317,1454576,1,5.237301587
637799835,Synpcc7942_1403,1454593,1455369,0,2.200772201
637799836,Synpcc7942_1404,1455395,1456084,0,2.931884058
637799837,Synpcc7942_1405,1456260,1456787,1,4.818181818
637799838,Synpcc7942_1406,1456803,1457909,0,8.990063234
637799839,Synpcc7942_1407,1458057,1459688,1,6.418504902
637799840,Synpcc7942_1408,1459914,1460555,1,2.322429907
637799841,Synpcc7942_1409,1460847,1461869,1,3.179863148
637799842,Synpcc7942_1410,1461949,1463571,0,57.68083795
637799843,Synpcc7942_1411,1463651,1464358,0,8.115819209
637799844,Synpcc7942_1412,1464368,1464817,0,13.75111111
637799845,Synpcc7942_1413,1464941,1465696,1,2.75
637799846,Synpcc7942_1414,1465709,1466434,0,14.87741047
637799847,Synpcc7942_1415,1466530,1468095,0,51.70242656
637799848,Synpcc7942_1416,1468344,1470995,1,13.01508296
